UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,355
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,605
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,305
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,0
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,560
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,555
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,550
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,325
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,0
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,560
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,600
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,555
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,255
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,0
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,570
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,580
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,555
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,255
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,0
10004078,London South Bank University*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,595
10004078,London South Bank University*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10004078,London South Bank University*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10004078,London South Bank University*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,575
10004078,London South Bank University*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10004078,London South Bank University*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,705
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,455
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,850
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,1060
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,790
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,595
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,15
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,855
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,1090
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,800
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,815
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,65
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,865
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,1110
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,840
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,870
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,5
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,890
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,1155
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,835
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,945
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,220
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,910
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,1285
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,815
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,1230
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,135
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,965
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,1290
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,815
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,1290
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,30
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,975
10004063,London School of Economics and Political Science,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,1330
10004063,London School of Economics and Political Science,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,805
10004063,London School of Economics and Political Science,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,1115
10004063,London School of Economics and Political Science,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,575
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,405
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,225
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,120
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,235
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,570
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,430
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,225
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,115
10007771,London School of Hygiene and Tropical Medicine,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,190
10007771,London School of Hygiene and Tropical Medicine,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,590
